HostID,CloudRegion,MemoryUtilization_Pct,NetworkThroughput_GB,HourlyCost_USD
HOST-01879,AWS_us-east-1,80.5,9.79,0.52
HOST-01880,Azure_westeurope,64.5,22.97,0.45
HOST-01881,AWS_ap-northeast-1,25.7,69.3,0.64
HOST-01882,AWS_us-east-1,10.5,39.28,0.52
HOST-01883,Azure_westeurope,16.2,67.96,0.45
HOST-01884,AWS_ap-northeast-1,69.5,18.3,0.64
HOST-01885,AWS_us-east-1,53.5,5.67,0.52
HOST-01886,Azure_westeurope,76.4,180.84,0.45
HOST-01887,AWS_ap-northeast-1,35.4,8.17,0.64
HOST-01888,AWS_us-east-1,88.2,125.77,0.52
HOST-01889,Azure_westeurope,53.0,13.74,0.45
HOST-01890,AWS_ap-northeast-1,69.2,58.44,0.64
HOST-01891,AWS_us-east-1,78.0,99.79,0.52
HOST-01892,Azure_westeurope,66.7,39.82,0.45
HOST-01893,AWS_ap-northeast-1,53.1,66.66,0.64
HOST-01894,AWS_us-east-1,24.7,179.83,0.52
HOST-01895,Azure_westeurope,47.9,25.4,0.45
HOST-01896,AWS_ap-northeast-1,57.3,124.57,0.64
HOST-01897,AWS_us-east-1,82.2,131.48,0.52
HOST-01898,Azure_westeurope,37.5,14.09,0.45
HOST-01899,AWS_ap-northeast-1,82.8,25.01,0.64
HOST-01900,AWS_us-east-1,69.4,23.75,0.52
HOST-01901,Azure_westeurope,88.6,115.77,0.45
HOST-01902,AWS_ap-northeast-1,26.2,51.76,0.64
HOST-01903,AWS_us-east-1,55.6,8.41,0.52
HOST-01904,Azure_westeurope,13.8,15.69,0.45
HOST-01905,AWS_ap-northeast-1,89.4,10.4,0.64
HOST-01906,AWS_us-east-1,66.5,71.76,0.52
HOST-01907,Azure_westeurope,45.7,61.72,0.45
HOST-01908,AWS_ap-northeast-1,26.4,9.52,0.64
HOST-01909,AWS_us-east-1,32.5,7.0,0.52
HOST-01910,Azure_westeurope,52.6,40.64,0.45
HOST-01911,AWS_ap-northeast-1,39.4,113.57,0.64
HOST-01912,AWS_us-east-1,59.4,24.49,0.52
HOST-01913,Azure_westeurope,78.7,60.5,0.45
HOST-01914,AWS_ap-northeast-1,56.2,28.15,0.64
HOST-01915,AWS_us-east-1,51.4,48.3,0.52
HOST-01916,Azure_westeurope,86.1,34.73,0.45
HOST-01917,AWS_ap-northeast-1,64.2,10.61,0.64
HOST-01918,AWS_us-east-1,21.8,10.57,0.52
HOST-01919,Azure_westeurope,23.1,44.47,0.45
HOST-01920,AWS_ap-northeast-1,29.9,18.16,0.64
HOST-01921,AWS_us-east-1,22.2,68.99,0.52
HOST-01922,Azure_westeurope,26.1,51.22,0.45
HOST-01923,AWS_ap-northeast-1,26.1,67.42,0.64
HOST-01924,AWS_us-east-1,39.6,59.55,0.52
HOST-01925,Azure_westeurope,39.7,164.17,0.45
HOST-01926,AWS_ap-northeast-1,92.4,9.24,0.64
HOST-01927,AWS_us-east-1,68.1,30.85,0.52
HOST-01928,Azure_westeurope,60.8,20.4,0.45
HOST-01929,AWS_ap-northeast-1,65.7,66.27,0.64
HOST-01930,AWS_us-east-1,65.3,11.87,0.52
HOST-01931,Azure_westeurope,69.6,198.26,0.45
HOST-01932,AWS_ap-northeast-1,84.2,9.77,0.64
HOST-01933,AWS_us-east-1,51.3,221.24,0.52
HOST-01934,Azure_westeurope,11.4,112.99,0.45
HOST-01935,AWS_ap-northeast-1,41.6,79.29,0.64
HOST-01936,AWS_us-east-1,30.5,12.84,0.52
HOST-01937,Azure_westeurope,61.6,32.92,0.45
HOST-01938,AWS_ap-northeast-1,69.3,40.85,0.64
HOST-01939,AWS_us-east-1,82.8,26.19,0.52
HOST-01940,Azure_westeurope,80.3,186.88,0.45
HOST-01941,AWS_ap-northeast-1,12.3,10.78,0.64
HOST-01942,AWS_us-east-1,13.0,19.34,0.52
HOST-01943,Azure_westeurope,75.1,127.63,0.45
HOST-01944,AWS_ap-northeast-1,33.8,32.8,0.64
HOST-01945,AWS_us-east-1,58.2,21.22,0.52
HOST-01946,Azure_westeurope,89.9,20.92,0.45
HOST-01947,AWS_ap-northeast-1,51.3,10.08,0.64
HOST-01948,AWS_us-east-1,20.9,138.8,0.52
HOST-01949,Azure_westeurope,58.9,10.37,0.45
HOST-01950,AWS_ap-northeast-1,72.7,78.3,0.64
HOST-01951,AWS_us-east-1,76.1,15.32,0.52
HOST-01952,Azure_westeurope,80.7,5.66,0.45
HOST-01953,AWS_ap-northeast-1,38.0,53.77,0.64
HOST-01954,AWS_us-east-1,93.3,31.57,0.52
HOST-01955,Azure_westeurope,42.3,8.0,0.45
HOST-01956,AWS_ap-northeast-1,32.0,32.16,0.64
HOST-01957,AWS_us-east-1,80.2,100.0,0.52
HOST-01958,Azure_westeurope,89.6,5.01,0.45
HOST-01959,AWS_ap-northeast-1,87.3,25.62,0.64
HOST-01960,AWS_us-east-1,65.6,49.77,0.52
HOST-01961,Azure_westeurope,86.7,42.2,0.45
HOST-01962,AWS_ap-northeast-1,46.9,104.86,0.64
HOST-01963,AWS_us-east-1,74.1,10.29,0.52
HOST-01964,Azure_westeurope,91.3,25.23,0.45
HOST-01965,AWS_ap-northeast-1,80.9,78.48,0.64
HOST-01966,AWS_us-east-1,15.1,66.7,0.52
HOST-01967,Azure_westeurope,38.5,66.88,0.45
HOST-01968,AWS_ap-northeast-1,79.6,16.08,0.64
HOST-01969,AWS_us-east-1,38.6,26.5,0.52
HOST-01970,Azure_westeurope,55.4,89.95,0.45
HOST-01971,AWS_ap-northeast-1,47.7,19.63,0.64
HOST-01972,AWS_us-east-1,93.8,6.23,0.52
HOST-01973,Azure_westeurope,21.8,5.22,0.45
HOST-01974,AWS_ap-northeast-1,32.5,19.81,0.64
HOST-01975,AWS_us-east-1,13.8,204.62,0.52
HOST-01976,Azure_westeurope,59.5,143.66,0.45
HOST-01977,AWS_ap-northeast-1,11.0,21.63,0.64
HOST-01978,AWS_us-east-1,33.0,26.88,0.52
HOST-01979,Azure_westeurope,23.8,47.96,0.45
HOST-01980,AWS_ap-northeast-1,45.6,131.34,0.64
HOST-01981,AWS_us-east-1,93.6,27.14,0.52
HOST-01982,Azure_westeurope,90.0,19.41,0.45
HOST-01983,AWS_ap-northeast-1,30.0,79.12,0.64
HOST-01984,AWS_us-east-1,59.9,13.57,0.52
HOST-01985,Azure_westeurope,62.2,14.58,0.45
HOST-01986,AWS_ap-northeast-1,45.5,62.21,0.64
HOST-01987,AWS_us-east-1,74.4,102.35,0.52
HOST-01988,Azure_westeurope,61.0,36.53,0.45
HOST-01989,AWS_ap-northeast-1,22.0,16.11,0.64
HOST-01990,AWS_us-east-1,38.9,20.06,0.52
HOST-01991,Azure_westeurope,66.1,58.52,0.45
HOST-01992,AWS_ap-northeast-1,55.8,192.49,0.64
HOST-01993,AWS_us-east-1,47.0,25.53,0.52
HOST-01994,Azure_westeurope,43.8,63.35,0.45
HOST-01995,AWS_ap-northeast-1,46.6,25.86,0.64
HOST-01996,AWS_us-east-1,43.3,12.85,0.52
HOST-01997,Azure_westeurope,85.0,101.36,0.45
HOST-01998,AWS_ap-northeast-1,47.9,25.63,0.64
HOST-01999,AWS_us-east-1,48.8,205.81,0.52
HOST-02000,Azure_westeurope,89.6,40.58,0.45
HOST-02001,AWS_ap-northeast-1,59.4,136.84,0.64
HOST-02002,AWS_us-east-1,12.1,134.24,0.52
HOST-02003,Azure_westeurope,53.2,45.07,0.45
HOST-02004,AWS_ap-northeast-1,38.4,32.35,0.64
HOST-02005,AWS_us-east-1,21.0,97.27,0.52
HOST-02006,Azure_westeurope,91.0,118.35,0.45
HOST-02007,AWS_ap-northeast-1,35.0,28.72,0.64
HOST-02008,AWS_us-east-1,29.6,15.65,0.52
HOST-02009,Azure_westeurope,80.8,101.5,0.45
HOST-02010,AWS_ap-northeast-1,71.3,5.96,0.64
HOST-02011,AWS_us-east-1,33.6,15.89,0.52
HOST-02012,Azure_westeurope,85.8,111.91,0.45
HOST-02013,AWS_ap-northeast-1,84.3,35.45,0.64
HOST-02014,AWS_us-east-1,29.1,18.82,0.52
HOST-02015,Azure_westeurope,24.6,6.71,0.45
HOST-02016,AWS_ap-northeast-1,47.2,83.02,0.64
HOST-02017,AWS_us-east-1,41.9,78.33,0.52
HOST-02018,Azure_westeurope,79.0,15.23,0.45
HOST-02019,AWS_ap-northeast-1,93.1,9.04,0.64
HOST-02020,AWS_us-east-1,75.3,14.17,0.52
HOST-02021,Azure_westeurope,44.4,68.01,0.45
HOST-02022,AWS_ap-northeast-1,44.3,74.79,0.64
HOST-02023,AWS_us-east-1,81.4,62.67,0.52
HOST-02024,Azure_westeurope,46.2,6.7,0.45
HOST-02025,AWS_ap-northeast-1,63.6,67.42,0.64
HOST-02026,AWS_us-east-1,75.6,40.54,0.52
HOST-02027,Azure_westeurope,55.0,13.54,0.45
HOST-02028,AWS_ap-northeast-1,23.4,32.68,0.64
HOST-02029,AWS_us-east-1,39.1,52.32,0.52
HOST-02030,Azure_westeurope,67.3,53.82,0.45
HOST-02031,AWS_ap-northeast-1,19.3,21.88,0.64
HOST-02032,AWS_us-east-1,32.5,70.19,0.52
HOST-02033,Azure_westeurope,83.8,34.71,0.45
HOST-02034,AWS_ap-northeast-1,18.8,105.33,0.64
HOST-02035,AWS_us-east-1,56.7,14.35,0.52
HOST-02036,Azure_westeurope,60.0,60.81,0.45
HOST-02037,AWS_ap-northeast-1,66.6,24.57,0.64
HOST-02038,AWS_us-east-1,57.5,140.85,0.52
HOST-02039,Azure_westeurope,75.7,77.5,0.45
HOST-02040,AWS_ap-northeast-1,85.9,32.39,0.64
HOST-02041,AWS_us-east-1,51.3,31.29,0.52
HOST-02042,Azure_westeurope,72.2,33.38,0.45
HOST-02043,AWS_ap-northeast-1,64.7,92.51,0.64
HOST-02044,AWS_us-east-1,38.8,71.18,0.52
HOST-02045,Azure_westeurope,74.4,39.99,0.45
HOST-02046,AWS_ap-northeast-1,47.5,289.9,0.64
HOST-02047,AWS_us-east-1,56.4,59.86,0.52
HOST-02048,Azure_westeurope,45.0,40.21,0.45
HOST-02049,AWS_ap-northeast-1,24.8,27.41,0.64
HOST-02050,AWS_us-east-1,79.6,114.96,0.52
HOST-02051,Azure_westeurope,87.2,88.14,0.45
HOST-02052,AWS_ap-northeast-1,37.2,17.67,0.64
HOST-02053,AWS_us-east-1,92.9,29.82,0.52
HOST-02054,Azure_westeurope,43.7,6.78,0.45
HOST-02055,AWS_ap-northeast-1,90.7,94.17,0.64
HOST-02056,AWS_us-east-1,34.7,36.67,0.52
HOST-02057,Azure_westeurope,92.7,15.97,0.45
HOST-02058,AWS_ap-northeast-1,82.6,41.78,0.64
HOST-02059,AWS_us-east-1,94.8,29.84,0.52
HOST-02060,Azure_westeurope,80.0,65.07,0.45
HOST-02061,AWS_ap-northeast-1,35.1,189.25,0.64
HOST-02062,AWS_us-east-1,60.3,9.96,0.52
HOST-02063,Azure_westeurope,88.6,95.07,0.45
HOST-02064,AWS_ap-northeast-1,33.3,51.04,0.64
HOST-02065,AWS_us-east-1,12.8,5.97,0.52
HOST-02066,Azure_westeurope,31.4,14.11,0.45
HOST-02067,AWS_ap-northeast-1,68.8,82.62,0.64
HOST-02068,AWS_us-east-1,47.1,5.97,0.52
HOST-02069,Azure_westeurope,40.3,134.08,0.45
HOST-02070,AWS_ap-northeast-1,19.9,183.3,0.64
HOST-02071,AWS_us-east-1,76.8,105.4,0.52
HOST-02072,Azure_westeurope,32.6,14.77,0.45
HOST-02073,AWS_ap-northeast-1,68.3,31.88,0.64
HOST-02074,AWS_us-east-1,55.4,51.44,0.52
HOST-02075,Azure_westeurope,81.8,71.17,0.45
HOST-02076,AWS_ap-northeast-1,21.2,41.92,0.64
HOST-02077,AWS_us-east-1,29.9,57.4,0.52
HOST-02078,Azure_westeurope,36.0,149.43,0.45
HOST-02079,AWS_ap-northeast-1,93.2,15.14,0.64
HOST-02080,AWS_us-east-1,43.0,20.36,0.52
HOST-02081,Azure_westeurope,69.7,111.86,0.45
HOST-02082,AWS_ap-northeast-1,74.8,21.64,0.64
HOST-02083,AWS_us-east-1,89.8,270.55,0.52
HOST-02084,Azure_westeurope,73.2,19.39,0.45
HOST-02085,AWS_ap-northeast-1,40.9,41.34,0.64
HOST-02086,AWS_us-east-1,15.4,215.68,0.52
HOST-02087,Azure_westeurope,74.1,108.98,0.45
HOST-02088,AWS_ap-northeast-1,45.9,11.48,0.64
HOST-02089,AWS_us-east-1,66.2,6.54,0.52
HOST-02090,Azure_westeurope,39.8,70.34,0.45
HOST-02091,AWS_ap-northeast-1,74.4,16.76,0.64
HOST-02092,AWS_us-east-1,22.9,5.14,0.52
HOST-02093,Azure_westeurope,17.8,21.4,0.45
HOST-02094,AWS_ap-northeast-1,76.9,5.01,0.64
HOST-02095,AWS_us-east-1,48.0,166.3,0.52
HOST-02096,Azure_westeurope,42.4,58.21,0.45
HOST-02097,AWS_ap-northeast-1,40.4,109.7,0.64
HOST-02098,AWS_us-east-1,56.8,27.19,0.52
HOST-02099,Azure_westeurope,60.6,6.9,0.45
HOST-02100,AWS_ap-northeast-1,65.6,64.9,0.64
HOST-02101,AWS_us-east-1,73.9,17.24,0.52
HOST-02102,Azure_westeurope,40.4,80.56,0.45
HOST-02103,AWS_ap-northeast-1,17.1,184.62,0.64
HOST-02104,AWS_us-east-1,39.3,5.52,0.52
HOST-02105,Azure_westeurope,59.4,7.85,0.45
HOST-02106,AWS_ap-northeast-1,62.4,40.3,0.64
HOST-02107,AWS_us-east-1,84.4,80.28,0.52
HOST-02108,Azure_westeurope,82.1,40.23,0.45
HOST-02109,AWS_ap-northeast-1,52.3,33.2,0.64
HOST-02110,AWS_us-east-1,14.1,10.66,0.52
HOST-02111,Azure_westeurope,55.0,26.99,0.45
HOST-02112,AWS_ap-northeast-1,84.4,18.2,0.64
HOST-02113,AWS_us-east-1,19.6,31.37,0.52
HOST-02114,Azure_westeurope,50.6,136.7,0.45
HOST-02115,AWS_ap-northeast-1,77.1,25.32,0.64
HOST-02116,AWS_us-east-1,53.2,97.3,0.52
HOST-02117,Azure_westeurope,89.9,88.0,0.45
HOST-02118,AWS_ap-northeast-1,87.1,20.77,0.64
HOST-02119,AWS_us-east-1,92.2,6.19,0.52
HOST-02120,Azure_westeurope,67.5,30.59,0.45
HOST-02121,AWS_ap-northeast-1,24.5,22.07,0.64
HOST-02122,AWS_us-east-1,15.2,12.07,0.52
HOST-02123,Azure_westeurope,10.0,93.81,0.45
HOST-02124,AWS_ap-northeast-1,57.2,28.1,0.64
HOST-02125,AWS_us-east-1,84.7,92.94,0.52
HOST-02126,Azure_westeurope,86.1,8.79,0.45
HOST-02127,AWS_ap-northeast-1,50.7,7.78,0.64
HOST-02128,AWS_us-east-1,94.3,13.95,0.52
HOST-02129,Azure_westeurope,66.3,31.09,0.45
HOST-02130,AWS_ap-northeast-1,84.5,108.96,0.64
HOST-02131,AWS_us-east-1,31.8,34.14,0.52
HOST-02132,Azure_westeurope,49.7,41.8,0.45
HOST-02133,AWS_ap-northeast-1,48.9,46.98,0.64
HOST-02134,AWS_us-east-1,68.6,61.89,0.52
HOST-02135,Azure_westeurope,67.0,130.42,0.45
HOST-02136,AWS_ap-northeast-1,91.3,12.88,0.64
HOST-02137,AWS_us-east-1,10.4,137.28,0.52
HOST-02138,Azure_westeurope,12.8,85.72,0.45
HOST-02139,AWS_ap-northeast-1,76.3,110.99,0.64
HOST-02140,AWS_us-east-1,52.3,22.22,0.52
HOST-02141,Azure_westeurope,56.0,11.21,0.45
HOST-02142,AWS_ap-northeast-1,34.1,24.46,0.64
HOST-02143,AWS_us-east-1,20.2,112.85,0.52
HOST-02144,Azure_westeurope,15.2,19.91,0.45
HOST-02145,AWS_ap-northeast-1,30.9,9.14,0.64
HOST-02146,AWS_us-east-1,18.8,15.42,0.52
HOST-02147,Azure_westeurope,59.1,150.06,0.45
HOST-02148,AWS_ap-northeast-1,23.6,29.57,0.64
HOST-02149,AWS_us-east-1,25.7,40.22,0.52
HOST-02150,Azure_westeurope,67.6,193.85,0.45
HOST-02151,AWS_ap-northeast-1,87.1,83.49,0.64
HOST-02152,AWS_us-east-1,11.9,56.25,0.52
HOST-02153,Azure_westeurope,13.7,6.4,0.45
HOST-02154,AWS_ap-northeast-1,11.6,21.34,0.64
HOST-02155,AWS_us-east-1,54.0,27.38,0.52
HOST-02156,Azure_westeurope,88.6,76.84,0.45
HOST-02157,AWS_ap-northeast-1,11.4,5.79,0.64
HOST-02158,AWS_us-east-1,56.1,35.76,0.52
HOST-02159,Azure_westeurope,55.2,55.76,0.45
HOST-02160,AWS_ap-northeast-1,51.5,41.71,0.64
HOST-02161,AWS_us-east-1,47.5,68.25,0.52
HOST-02162,Azure_westeurope,66.2,10.08,0.45
HOST-02163,AWS_ap-northeast-1,89.3,59.62,0.64
HOST-02164,AWS_us-east-1,13.6,54.24,0.52
HOST-02165,Azure_westeurope,56.4,224.82,0.45
HOST-02166,AWS_ap-northeast-1,46.8,16.62,0.64
HOST-02167,AWS_us-east-1,25.6,13.93,0.52
HOST-02168,Azure_westeurope,65.6,70.1,0.45
HOST-02169,AWS_ap-northeast-1,18.4,58.33,0.64
HOST-02170,AWS_us-east-1,31.6,7.11,0.52
HOST-02171,Azure_westeurope,44.3,54.29,0.45
HOST-02172,AWS_ap-northeast-1,95.0,39.57,0.64
HOST-02173,AWS_us-east-1,91.9,15.43,0.52
HOST-02174,Azure_westeurope,31.2,9.95,0.45
HOST-02175,AWS_ap-northeast-1,81.3,88.32,0.64
HOST-02176,AWS_us-east-1,87.4,51.12,0.52
HOST-02177,Azure_westeurope,69.6,54.37,0.45
HOST-02178,AWS_ap-northeast-1,88.2,24.17,0.64
HOST-02179,AWS_us-east-1,52.7,18.53,0.52
HOST-02180,Azure_westeurope,27.4,50.1,0.45
HOST-02181,AWS_ap-northeast-1,60.0,97.06,0.64
HOST-02182,AWS_us-east-1,26.4,15.57,0.52
HOST-02183,Azure_westeurope,13.1,87.84,0.45
HOST-02184,AWS_ap-northeast-1,46.7,48.65,0.64
HOST-02185,AWS_us-east-1,11.3,38.1,0.52
HOST-02186,Azure_westeurope,52.6,22.04,0.45
HOST-02187,AWS_ap-northeast-1,83.2,153.75,0.64
HOST-02188,AWS_us-east-1,29.2,93.65,0.52
HOST-02189,Azure_westeurope,33.1,41.96,0.45
HOST-02190,AWS_ap-northeast-1,94.8,20.15,0.64
HOST-02191,AWS_us-east-1,87.4,87.13,0.52
HOST-02192,Azure_westeurope,64.7,20.17,0.45
HOST-02193,AWS_ap-northeast-1,55.4,15.7,0.64
HOST-02194,AWS_us-east-1,76.1,7.93,0.52
HOST-02195,Azure_westeurope,66.3,12.11,0.45
HOST-02196,AWS_ap-northeast-1,28.2,18.23,0.64
HOST-02197,AWS_us-east-1,58.9,56.09,0.52
HOST-02198,Azure_westeurope,73.6,51.47,0.45
HOST-02199,AWS_ap-northeast-1,55.6,26.73,0.64
HOST-02200,AWS_us-east-1,23.2,21.01,0.52
HOST-02201,Azure_westeurope,28.6,170.99,0.45
HOST-02202,AWS_ap-northeast-1,20.0,39.65,0.64
HOST-02203,AWS_us-east-1,23.4,62.48,0.52
HOST-02204,Azure_westeurope,82.8,82.41,0.45
HOST-02205,AWS_ap-northeast-1,22.0,42.0,0.64
HOST-02206,AWS_us-east-1,49.8,67.19,0.52
HOST-02207,Azure_westeurope,38.3,47.3,0.45
HOST-02208,AWS_ap-northeast-1,74.2,45.27,0.64
HOST-02209,AWS_us-east-1,10.3,42.56,0.52
HOST-02210,Azure_westeurope,35.4,133.17,0.45
HOST-02211,AWS_ap-northeast-1,26.3,62.98,0.64
HOST-02212,AWS_us-east-1,15.0,11.87,0.52
HOST-02213,Azure_westeurope,57.4,89.13,0.45
HOST-02214,AWS_ap-northeast-1,85.4,42.03,0.64
HOST-02215,AWS_us-east-1,88.6,35.09,0.52
HOST-02216,Azure_westeurope,22.1,158.86,0.45
HOST-02217,AWS_ap-northeast-1,31.5,20.68,0.64
HOST-02218,AWS_us-east-1,67.5,66.05,0.52
HOST-02219,Azure_westeurope,45.7,39.36,0.45
HOST-02220,AWS_ap-northeast-1,14.7,50.07,0.64
HOST-02221,AWS_us-east-1,38.1,29.12,0.52
HOST-02222,Azure_westeurope,16.8,49.35,0.45
HOST-02223,AWS_ap-northeast-1,87.2,5.38,0.64
HOST-02224,AWS_us-east-1,80.4,57.63,0.52
HOST-02225,Azure_westeurope,51.2,17.82,0.45
HOST-02226,AWS_ap-northeast-1,19.4,85.72,0.64
HOST-02227,AWS_us-east-1,21.1,148.43,0.52
HOST-02228,Azure_westeurope,25.0,107.21,0.45
HOST-02229,AWS_ap-northeast-1,72.7,50.26,0.64
HOST-02230,AWS_us-east-1,20.5,9.84,0.52
HOST-02231,Azure_westeurope,23.5,169.34,0.45
HOST-02232,AWS_ap-northeast-1,68.1,18.0,0.64
HOST-02233,AWS_us-east-1,34.4,28.25,0.52
HOST-02234,Azure_westeurope,77.0,75.51,0.45
HOST-02235,AWS_ap-northeast-1,51.7,51.55,0.64
HOST-02236,AWS_us-east-1,18.9,52.27,0.52
HOST-02237,Azure_westeurope,77.5,6.55,0.45
HOST-02238,AWS_ap-northeast-1,47.8,15.59,0.64
HOST-02239,AWS_us-east-1,39.4,7.27,0.52
HOST-02240,Azure_westeurope,35.9,102.84,0.45
HOST-02241,AWS_ap-northeast-1,29.3,7.31,0.64
HOST-02242,AWS_us-east-1,18.9,31.62,0.52
HOST-02243,Azure_westeurope,79.6,22.56,0.45
HOST-02244,AWS_ap-northeast-1,38.7,30.63,0.64
HOST-02245,AWS_us-east-1,30.8,52.66,0.52
HOST-02246,Azure_westeurope,28.2,73.04,0.45
HOST-02247,AWS_ap-northeast-1,13.5,122.38,0.64
HOST-02248,AWS_us-east-1,33.8,11.08,0.52
HOST-02249,Azure_westeurope,70.0,25.58,0.45
HOST-02250,AWS_ap-northeast-1,11.3,28.43,0.64
HOST-02251,AWS_us-east-1,65.3,163.02,0.52
HOST-02252,Azure_westeurope,41.9,14.87,0.45
HOST-02253,AWS_ap-northeast-1,22.4,90.98,0.64
HOST-02254,AWS_us-east-1,20.5,46.81,0.52
HOST-02255,Azure_westeurope,22.5,67.64,0.45
HOST-02256,AWS_ap-northeast-1,58.0,91.76,0.64
HOST-02257,AWS_us-east-1,68.2,25.27,0.52
HOST-02258,Azure_westeurope,66.6,45.32,0.45
HOST-02259,AWS_ap-northeast-1,93.8,31.0,0.64
HOST-02260,AWS_us-east-1,21.0,6.43,0.52
HOST-02261,Azure_westeurope,15.1,6.57,0.45
HOST-02262,AWS_ap-northeast-1,66.0,18.03,0.64
HOST-02263,AWS_us-east-1,37.7,18.32,0.52
HOST-02264,Azure_westeurope,33.6,40.2,0.45
HOST-02265,AWS_ap-northeast-1,77.2,139.02,0.64
HOST-02266,AWS_us-east-1,14.3,28.36,0.52
HOST-02267,Azure_westeurope,19.2,37.39,0.45
HOST-02268,AWS_ap-northeast-1,88.2,29.48,0.64
HOST-02269,AWS_us-east-1,27.6,44.71,0.52
HOST-02270,Azure_westeurope,93.4,117.8,0.45
HOST-02271,AWS_ap-northeast-1,46.2,23.9,0.64
HOST-02272,AWS_us-east-1,21.7,105.15,0.52
HOST-02273,Azure_westeurope,13.7,19.97,0.45
HOST-02274,AWS_ap-northeast-1,39.4,34.94,0.64
HOST-02275,AWS_us-east-1,81.8,142.8,0.52
HOST-02276,Azure_westeurope,53.7,7.32,0.45
HOST-02277,AWS_ap-northeast-1,45.3,59.22,0.64
HOST-02278,AWS_us-east-1,53.8,83.21,0.52
HOST-02279,Azure_westeurope,74.4,15.28,0.45
HOST-02280,AWS_ap-northeast-1,10.4,49.33,0.64
HOST-02281,AWS_us-east-1,74.1,51.29,0.52
HOST-02282,Azure_westeurope,40.5,68.07,0.45
HOST-02283,AWS_ap-northeast-1,74.6,60.39,0.64
HOST-02284,AWS_us-east-1,36.1,47.95,0.52
HOST-02285,Azure_westeurope,86.4,34.08,0.45
HOST-02286,AWS_ap-northeast-1,67.0,58.71,0.64
HOST-02287,AWS_us-east-1,28.9,11.81,0.52
HOST-02288,Azure_westeurope,26.3,21.36,0.45
HOST-02289,AWS_ap-northeast-1,85.5,7.15,0.64
HOST-02290,AWS_us-east-1,17.7,11.65,0.52
HOST-02291,Azure_westeurope,54.6,35.34,0.45
HOST-02292,AWS_ap-northeast-1,47.3,21.9,0.64
HOST-02293,AWS_us-east-1,37.2,101.87,0.52
HOST-02294,Azure_westeurope,69.4,123.39,0.45
HOST-02295,AWS_ap-northeast-1,71.1,59.62,0.64
HOST-02296,AWS_us-east-1,29.0,25.35,0.52
HOST-02297,Azure_westeurope,54.5,133.77,0.45
HOST-02298,AWS_ap-northeast-1,54.2,7.3,0.64
HOST-02299,AWS_us-east-1,16.8,42.86,0.52
HOST-02300,Azure_westeurope,93.5,127.52,0.45
HOST-02301,AWS_ap-northeast-1,61.5,37.07,0.64
HOST-02302,AWS_us-east-1,44.7,20.22,0.52
HOST-02303,Azure_westeurope,81.5,25.51,0.45
HOST-02304,AWS_ap-northeast-1,27.4,68.39,0.64
HOST-02305,AWS_us-east-1,16.3,194.39,0.52
HOST-02306,Azure_westeurope,14.2,18.04,0.45
HOST-02307,AWS_ap-northeast-1,27.4,11.56,0.64
HOST-02308,AWS_us-east-1,48.5,122.54,0.52
HOST-02309,Azure_westeurope,67.6,37.15,0.45
HOST-02310,AWS_ap-northeast-1,44.1,12.61,0.64
HOST-02311,AWS_us-east-1,35.9,96.32,0.52
HOST-02312,Azure_westeurope,56.4,29.85,0.45
HOST-02313,AWS_ap-northeast-1,16.7,126.74,0.64
HOST-02314,AWS_us-east-1,15.1,100.86,0.52
HOST-02315,Azure_westeurope,73.6,102.83,0.45
HOST-02316,AWS_ap-northeast-1,60.3,7.19,0.64
HOST-02317,AWS_us-east-1,73.2,8.63,0.52
HOST-02318,Azure_westeurope,50.3,40.57,0.45
HOST-02319,AWS_ap-northeast-1,14.8,14.29,0.64
HOST-02320,AWS_us-east-1,60.4,88.92,0.52
HOST-02321,Azure_westeurope,34.0,131.14,0.45
HOST-02322,AWS_ap-northeast-1,87.7,18.51,0.64
HOST-02323,AWS_us-east-1,61.3,18.63,0.52
HOST-02324,Azure_westeurope,16.2,6.55,0.45
HOST-02325,AWS_ap-northeast-1,80.5,55.0,0.64
HOST-02326,AWS_us-east-1,52.3,78.0,0.52
HOST-02327,Azure_westeurope,41.9,60.63,0.45
HOST-02328,AWS_ap-northeast-1,43.3,14.01,0.64
HOST-02329,AWS_us-east-1,24.2,70.04,0.52
HOST-02330,Azure_westeurope,28.2,74.27,0.45
HOST-02331,AWS_ap-northeast-1,20.4,58.15,0.64
HOST-02332,AWS_us-east-1,80.2,9.44,0.52
HOST-02333,Azure_westeurope,13.1,110.19,0.45
HOST-02334,AWS_ap-northeast-1,30.5,47.96,0.64
HOST-02335,AWS_us-east-1,24.9,51.3,0.52
HOST-02336,Azure_westeurope,42.5,15.71,0.45
HOST-02337,AWS_ap-northeast-1,13.9,16.91,0.64
HOST-02338,AWS_us-east-1,79.2,78.94,0.52
HOST-02339,Azure_westeurope,52.6,119.89,0.45
HOST-02340,AWS_ap-northeast-1,87.6,5.39,0.64
HOST-02341,AWS_us-east-1,60.3,12.33,0.52
HOST-02342,Azure_westeurope,33.9,51.75,0.45
HOST-02343,AWS_ap-northeast-1,14.9,15.82,0.64
HOST-02344,AWS_us-east-1,72.5,30.85,0.52
HOST-02345,Azure_westeurope,77.3,55.27,0.45
HOST-02346,AWS_ap-northeast-1,14.6,23.56,0.64
HOST-02347,AWS_us-east-1,49.8,27.07,0.52
HOST-02348,Azure_westeurope,95.0,111.58,0.45
